Income,Age,Workclass,Education.num,Race,Sex,Hours.per.week
Low,42,Private,10,Amer-Indian-Eskimo,Female,40
Low,78,Private,3,Asian-Pac-Islander,Male,36
High,54,Private,11,White,Male,40
Low,26,Local-gov,13,Asian-Pac-Islander,Female,50
High,30,Private,9,White,Male,35
High,46,Private,13,White,Male,40
Low,26,Private,13,Black,Female,45
Low,NA,Private,9,White,Female,35
High,66,Local-gov,16,Black,Male,35
Low,23,Private,9,Black,Male,40
Low,25,Private,10,White,Male,40
Low,32,NA,13,White,Male,40
Low,25,Local-gov,NA,White,Male,38
Low,51,Private,7,White,Male,40
Low,24,State-gov,13,White,Male,40
Low,22,Private,10,White,Female,40
Low,NA,Private,9,White,Female,40
Low,29,Local-gov,7,Black,Female,20
Low,26,Private,13,White,Male,40
High,41,Federal-gov,13,White,Male,40
Low,19,Private,10,White,Female,35
Low,39,Private,9,Asian-Pac-Islander,Male,26
High,51,Private,15,White,Male,50
Low,29,?,9,NA,Female,20
Low,27,Private,3,White,Male,40
High,33,Private,13,Black,Male,40
Low,19,Private,9,White,Female,8
Low,67,?,9,Black,Male,20
High,41,Private,13,White,Male,NA
High,29,Federal-gov,14,White,NA,40
Low,28,Private,9,Black,Male,40
Low,NA,Private,10,White,Male,NA
Low,21,Federal-gov,9,White,Male,NA
High,24,Local-gov,10,NA,Male,50
Low,48,Private,7,White,Female,31
High,46,Self-emp-inc,15,White,Male,60
Low,35,Private,10,White,Male,50
High,35,Federal-gov,13,White,Male,40
Low,50,Private,6,White,Male,40
Low,22,Private,9,White,Female,40
Low,45,NA,10,White,Male,40
Low,62,Local-gov,13,White,Female,40
High,39,Local-gov,14,White,Male,45
Low,33,Local-gov,9,White,Male,40
Low,22,Private,10,White,Female,30
High,50,Private,9,White,Male,48
Low,25,Private,7,White,Female,40
Low,44,Private,10,White,Female,40
High,26,Private,9,White,Male,40
High,31,State-gov,14,White,Female,50
Low,56,NA,9,White,Female,15
Low,49,Self-emp-not-inc,4,White,Male,40
High,49,Private,NA,White,Male,40
Low,46,Private,9,White,Female,43
Low,33,Private,10,Black,Male,40
Low,25,Private,13,White,Female,30
High,NA,Private,12,White,Female,40
Low,72,NA,4,White,Male,30
Low,32,State-gov,14,White,Male,10
Low,44,Private,13,White,Male,55
Low,48,Private,9,White,Female,30
Low,NA,Private,NA,White,Female,12
High,50,Private,11,White,Female,NA
High,61,Private,10,White,Female,34
Low,22,Local-gov,9,Black,Male,40
Low,17,Private,7,White,Male,17
High,49,Self-emp-inc,15,White,Male,60
Low,26,Private,9,White,Male,50
Low,19,State-gov,10,White,Male,10
Low,17,Private,8,White,Female,16
Low,38,Private,9,White,Male,40
Low,34,Local-gov,11,Asian-Pac-Islander,Male,40
High,51,Private,9,White,Male,50
High,48,Private,9,White,Male,42
High,63,Private,NA,White,Male,50
Low,19,Private,9,White,Female,40
High,73,Private,10,NA,Female,36
Low,51,Private,9,White,Female,43
Low,38,Private,14,Black,Male,40
High,54,Private,10,White,Male,40
High,41,Private,9,White,Male,40
High,65,?,13,White,Male,40
High,36,Self-emp-not-inc,13,White,Male,50
Low,42,Private,4,Other,Male,40
High,38,Private,10,White,Male,40
Low,20,?,10,White,NA,40
High,37,State-gov,13,NA,Male,50
High,35,State-gov,9,White,Male,40
Low,51,Self-emp-not-inc,10,White,Male,40
Low,23,NA,11,White,Female,NA
Low,27,NA,13,Black,Female,40
Low,19,?,10,White,Male,NA
High,37,Private,11,White,Male,42
Low,29,Private,9,White,Male,45
Low,33,Private,2,White,Male,32
Low,60,Private,9,White,Male,40
Low,22,Private,13,White,Male,20
Low,22,?,10,Black,Male,20
Low,60,State-gov,11,Black,Female,37
Low,NA,Private,NA,White,Male,20
Low,NA,Private,11,White,Female,40
High,30,Private,9,Asian-Pac-Islander,Male,40
High,43,Self-emp-inc,10,White,Male,70
Low,32,State-gov,14,White,Female,38
Low,35,Private,9,White,Male,42
Low,32,Private,11,Black,Female,40
High,61,Private,11,Asian-Pac-Islander,Male,40
Low,40,State-gov,14,White,Female,40
Low,20,?,6,White,Female,30
High,42,Self-emp-inc,13,White,Male,60
Low,21,Private,10,White,Female,35
Low,21,Private,10,NA,Female,20
Low,26,Private,13,White,Female,40
High,36,State-gov,9,White,Male,60
Low,24,Private,13,White,Male,40
High,47,Private,13,White,Male,57
Low,51,Private,12,White,Male,30
Low,65,?,9,Black,Female,40
Low,61,Private,13,White,NA,12
Low,67,Private,10,White,Female,25
Low,49,Private,9,White,Male,25
High,NA,?,9,White,Male,40
High,58,Private,11,White,Male,48
Low,61,Private,4,White,Female,40
Low,36,Private,9,Black,NA,35
Low,19,Private,10,Asian-Pac-Islander,Male,40
Low,29,Self-emp-not-inc,10,White,Male,35
High,43,Private,13,White,Male,40
Low,60,Self-emp-not-inc,9,Black,Male,55
Low,21,Private,10,White,Male,NA
Low,22,Private,9,White,Female,40
High,33,Private,13,White,Male,65
Low,36,Private,13,Asian-Pac-Islander,NA,50
Low,37,Private,13,White,Male,46
Low,35,Private,12,White,Female,40
Low,17,Private,6,White,Male,30
High,37,Private,9,White,NA,60
Low,22,?,9,White,Female,45
High,28,Private,10,White,Male,40
Low,42,Private,10,NA,Female,40
High,57,Self-emp-inc,9,White,Male,60
Low,26,Private,10,White,Female,65
Low,45,Local-gov,7,Black,Male,50
High,32,Private,13,White,Male,44
Low,63,Private,10,White,Female,43
Low,22,Private,10,Asian-Pac-Islander,Female,20
High,36,Private,10,White,Male,55
Low,45,State-gov,NA,White,Female,40
High,34,Self-emp-not-inc,15,White,Male,55
Low,27,State-gov,13,White,Male,60
Low,20,?,10,White,Female,20
High,47,Self-emp-not-inc,9,White,NA,56
Low,46,Private,4,White,Male,52
Low,28,Private,10,White,Female,40
Low,45,NA,9,White,Male,40
Low,26,Private,13,Asian-Pac-Islander,Female,40
Low,32,Self-emp-not-inc,6,White,Male,45
Low,30,Local-gov,8,White,Female,40
Low,59,Private,6,White,NA,40
High,58,State-gov,16,White,Female,43
Low,NA,Private,10,White,Male,30
Low,76,Self-emp-not-inc,10,White,Male,40
Low,NA,Private,9,White,Female,40
Low,32,Private,14,Black,Male,40
Low,38,Self-emp-not-inc,9,White,Male,50
Low,30,Private,12,Black,Female,36
High,53,Self-emp-inc,11,White,Male,40
Low,41,Private,13,White,Male,40
Low,27,State-gov,13,White,Male,50
Low,44,Local-gov,12,White,Male,30
High,35,Private,14,Asian-Pac-Islander,NA,50
Low,36,Private,NA,Other,Female,40
High,51,Private,10,White,Female,10
Low,42,Local-gov,9,White,Male,40
High,40,Self-emp-not-inc,13,White,Male,NA
Low,NA,Private,9,White,Male,40
High,55,Private,5,White,Female,37
Low,36,Private,4,White,Male,40
High,57,Federal-gov,9,Black,Male,40
Low,27,Private,NA,White,Female,45
Low,62,Private,14,White,Male,40
Low,29,Private,13,White,Male,55
Low,38,Self-emp-not-inc,13,Amer-Indian-Eskimo,Male,30
Low,29,Private,9,White,Male,50
Low,18,?,10,White,Male,30
Low,19,?,8,NA,Male,30
Low,32,Local-gov,14,White,Female,40
Low,34,Private,13,White,NA,40
Low,25,Private,12,White,Male,55
Low,34,Local-gov,14,White,Male,35
Low,37,State-gov,10,White,Male,38
Low,37,Private,NA,White,Male,45
Low,18,Private,9,White,Male,25
Low,24,Private,11,White,Male,40
Low,17,NA,8,White,NA,30
Low,NA,Private,NA,White,Female,40
Low,31,Private,11,Black,Female,32
Low,29,Private,12,White,Male,60
Low,49,Self-emp-not-inc,9,White,Male,40
High,71,?,13,White,Male,10
Low,35,Federal-gov,9,White,Male,40
Low,55,Self-emp-not-inc,9,White,Male,50
Low,37,Private,3,White,Male,40
Low,33,Local-gov,10,Black,Female,18
High,49,Private,13,White,Male,45
Low,32,Private,9,White,Male,45
Low,63,?,7,Black,Male,40
Low,39,Private,14,White,Male,40
Low,42,Local-gov,NA,White,Male,40
High,30,State-gov,14,White,Female,50
Low,30,Private,11,White,Male,40
High,48,Self-emp-inc,9,White,Male,40
Low,57,Self-emp-not-inc,13,White,Male,10
Low,56,Private,6,Black,Female,45
Low,28,Private,10,White,Male,40
High,43,Private,13,White,Male,24
Low,46,Private,9,White,Male,60
High,60,Private,13,White,Male,45
Low,NA,Local-gov,14,NA,Female,65
High,37,Private,15,White,Male,50
Low,41,Private,9,Black,Female,40
High,38,Private,10,NA,Female,38
Low,23,Private,NA,NA,Female,40
High,59,Private,10,White,Male,50
Low,72,Private,NA,White,Male,60
Low,NA,Local-gov,10,White,Female,NA
Low,29,Private,11,White,Male,40
Low,35,Private,13,White,Male,60
Low,24,Private,10,White,NA,15
Low,22,Private,9,White,Female,40
Low,24,NA,NA,White,Male,40
High,42,Private,13,White,Male,45
Low,55,Federal-gov,13,White,Female,72
Low,40,State-gov,14,White,Female,20
Low,61,Private,9,Asian-Pac-Islander,Female,40
Low,58,Self-emp-not-inc,13,White,NA,72
Low,39,State-gov,9,NA,Male,40
Low,45,Self-emp-not-inc,10,White,Female,50
Low,25,Private,9,White,Male,45
High,69,?,16,White,Male,50
Low,36,Private,13,White,Male,60
High,34,Private,11,White,Male,40
High,45,NA,13,White,Male,NA
Low,27,?,8,Black,Male,45
Low,28,Private,10,Black,Male,40
Low,27,Private,10,White,Female,60
Low,41,State-gov,9,White,Female,40
Low,18,State-gov,9,Black,Female,30
High,44,Private,13,NA,Male,40
High,47,Private,NA,White,Female,45
Low,36,Local-gov,9,White,Male,40
Low,66,Private,1,White,Female,40
Low,NA,Private,9,White,Female,45
High,39,Local-gov,9,White,Male,40
Low,30,Private,9,Black,Male,40
High,34,Self-emp-not-inc,9,White,Male,40
Low,62,Self-emp-not-inc,14,White,NA,32
Low,21,Private,10,White,NA,45
High,50,Self-emp-inc,14,White,Male,50
High,30,NA,13,White,Male,60
High,43,Private,9,White,Male,40
Low,19,Private,10,White,Female,40
Low,26,Federal-gov,11,White,Male,50
Low,50,Private,4,White,Male,65
High,45,NA,14,White,Male,40
High,46,Self-emp-inc,NA,White,Male,50
Low,17,Private,6,White,Male,15
High,56,Private,4,White,Male,40
High,25,Private,10,NA,Female,40
Low,47,Private,14,Asian-Pac-Islander,Female,42
Low,23,Private,9,White,Male,45
Low,51,Self-emp-not-inc,9,White,Female,20
Low,19,Private,10,White,Female,25
Low,33,Self-emp-not-inc,9,White,Male,40
Low,32,Private,9,White,Female,80
Low,52,Private,9,NA,Male,40
Low,36,Private,10,Black,Female,40
Low,34,Private,9,White,Male,40
Low,26,?,9,White,Female,40
Low,26,Self-emp-inc,8,Other,Male,98
Low,35,Local-gov,10,White,NA,40
High,58,Federal-gov,13,White,Male,40
Low,32,Private,NA,White,Male,50
Low,23,Private,10,White,Female,40
Low,NA,Self-emp-not-inc,NA,Black,Male,40
Low,NA,Private,6,White,Male,35
Low,17,NA,6,White,Male,20
High,56,Private,9,White,Male,45
Low,26,Private,9,White,Female,40
Low,43,State-gov,13,White,Female,36
Low,45,Self-emp-not-inc,10,NA,Male,35
High,34,Private,10,White,Female,50
Low,54,Private,2,White,Male,35
Low,51,Local-gov,9,White,Female,40
Low,58,Self-emp-not-inc,10,White,Male,60
Low,49,Private,12,White,NA,40
Low,21,Private,11,White,Female,40
Low,44,Private,10,White,Female,40
Low,NA,Private,13,White,Female,50
Low,NA,Private,13,White,Male,NA
Low,19,?,9,White,Male,NA
Low,NA,Private,10,White,Male,40
Low,49,Private,9,White,Male,32
Low,45,Private,9,Black,Female,40
Low,60,Federal-gov,9,Black,Female,40
Low,28,Federal-gov,13,Black,Male,NA
Low,23,Private,10,Amer-Indian-Eskimo,Male,30
Low,44,Private,13,White,Female,45
Low,19,State-gov,10,White,Male,12
High,37,Private,9,White,Male,40
Low,41,Self-emp-not-inc,9,White,Male,38
High,56,Federal-gov,13,White,Male,NA
High,44,Private,12,White,Male,54
High,30,Private,13,Asian-Pac-Islander,Male,36
Low,23,Private,13,White,Female,40
High,44,Private,9,White,Female,40
High,38,Private,9,White,Male,70
High,32,Private,10,White,Male,50
Low,57,Self-emp-not-inc,14,White,Male,20
High,35,Private,15,White,Male,50
High,48,Self-emp-not-inc,13,White,Male,50
Low,32,Local-gov,10,White,Male,99
Low,76,Federal-gov,14,White,Female,15
Low,57,Local-gov,9,Black,Female,30
Low,58,?,10,White,Female,40
High,51,Private,14,White,Male,50
Low,50,Private,6,Black,Male,40
Low,38,Private,9,White,Female,25
Low,53,Private,9,White,Male,40
Low,59,Self-emp-not-inc,4,White,Male,NA
Low,23,NA,9,White,Male,40
High,44,Private,11,White,Male,40
Low,23,Private,13,White,Female,40
Low,23,Private,NA,White,Male,20
High,44,Private,13,White,Male,40
Low,30,Private,9,White,Male,40
Low,28,Private,9,White,Male,40
Low,46,Private,10,White,Female,40
Low,34,Local-gov,1,Black,NA,25
High,38,Private,13,White,Male,45
Low,26,Private,10,Black,Female,37
Low,39,Private,9,White,Male,40
Low,28,Private,10,Black,Male,40
Low,33,State-gov,14,Asian-Pac-Islander,Male,19
High,43,Private,14,White,Female,40
Low,30,Private,13,Asian-Pac-Islander,Female,40
High,59,State-gov,14,White,Male,NA
Low,26,Private,9,White,Male,45
Low,28,Private,10,Black,Male,24
Low,48,Self-emp-not-inc,10,NA,Male,40
Low,49,Private,NA,White,Female,35
Low,41,Self-emp-not-inc,9,White,Male,40
Low,20,Private,10,White,Female,30
High,49,Private,9,White,Male,40
Low,37,State-gov,13,White,Male,40
Low,18,Private,8,White,Female,8
High,61,Private,9,White,Male,40
Low,26,Private,9,White,Male,48
Low,66,Private,13,White,Male,NA
Low,68,Private,14,White,Female,40
Low,27,Local-gov,9,White,Female,40
Low,66,NA,NA,White,Male,7
Low,28,Private,6,White,Female,15
Low,26,Private,13,White,Female,40
Low,25,?,9,Black,Female,40
Low,46,Private,10,White,Male,48
Low,62,?,13,White,Male,40
Low,35,Private,9,White,Male,40
Low,26,Self-emp-not-inc,9,White,Male,60
Low,40,Private,9,White,Female,40
Low,31,Private,10,White,Male,45
Low,52,Private,9,White,Male,40
Low,61,Self-emp-not-inc,9,Black,Male,12
Low,39,State-gov,7,White,Male,40
Low,25,Private,9,White,Female,40
Low,47,Private,13,White,Male,48
Low,NA,Private,13,Other,Male,40
Low,17,Private,7,White,Male,25
Low,26,Private,9,White,Male,45
Low,25,Private,9,White,Male,40
Low,39,Self-emp-not-inc,9,White,Male,16
High,33,Private,14,White,Male,45
Low,NA,Federal-gov,10,NA,Male,40
Low,27,Private,NA,White,Female,20
High,48,Private,9,White,Male,NA
Low,29,Self-emp-not-inc,7,White,Female,5
Low,40,Private,13,White,NA,40
Low,24,Private,13,Black,Male,40
Low,55,Private,NA,NA,Male,35
High,56,Private,9,White,Male,40
Low,25,Private,12,White,Male,30
Low,36,Private,10,White,Male,50
Low,26,Self-emp-not-inc,9,White,Male,45
High,37,Private,9,White,Male,44
Low,36,Private,9,White,Male,40
Low,23,Self-emp-not-inc,7,White,Male,50
Low,25,Private,13,White,Male,60
Low,36,State-gov,9,Black,Female,40
Low,37,NA,10,White,NA,NA
High,39,Self-emp-inc,12,White,Male,48
Low,35,Private,11,Black,Male,NA
Low,33,Private,7,Black,Male,40
Low,31,NA,10,White,Male,46
Low,49,Private,10,White,Male,22
Low,34,Self-emp-not-inc,13,White,Male,50
Low,40,Private,9,Asian-Pac-Islander,Male,60
Low,27,Private,10,White,NA,40
Low,50,Self-emp-not-inc,16,White,Male,NA
Low,38,Private,8,Black,Female,50
Low,55,State-gov,13,NA,Male,40
Low,49,Self-emp-not-inc,4,White,Male,70
Low,40,Private,13,Other,Male,40
Low,NA,Private,11,White,Female,30
High,51,Private,13,White,Male,50
Low,27,Private,13,Asian-Pac-Islander,Female,50
High,30,State-gov,9,White,Male,40
High,70,?,16,White,Male,20
Low,40,Private,6,Black,Female,40
Low,43,Self-emp-not-inc,13,White,Male,35
Low,24,Private,9,White,Female,NA
Low,NA,?,4,White,Male,40
High,38,NA,13,White,Male,60
Low,52,Private,9,White,Male,40
High,32,Private,11,White,Male,50
Low,33,Private,11,White,NA,40
Low,21,Private,9,White,Male,40
Low,27,Private,10,White,Male,50
Low,31,Private,9,White,Male,50
High,29,Private,14,Asian-Pac-Islander,Female,40
Low,49,NA,3,White,Male,40
High,61,?,13,NA,Male,7
High,46,Private,13,White,Male,50
Low,37,Private,7,White,Male,40
High,56,Federal-gov,13,White,Male,40
Low,37,Private,10,NA,Male,40
Low,26,Self-emp-not-inc,9,White,Male,40
Low,31,Private,10,Black,Female,35
Low,36,Private,9,Asian-Pac-Islander,Female,40
Low,52,Private,6,White,Male,45
Low,40,Private,10,White,Male,60
Low,21,Private,9,White,Female,60
Low,63,Private,6,Black,Male,40
Low,30,Private,9,White,Female,40
Low,30,Private,13,White,Male,20
Low,50,Private,13,White,Male,60
Low,41,Private,14,White,Male,45
High,39,Self-emp-inc,13,White,Male,60
Low,23,Private,NA,White,Female,48
Low,52,Private,NA,Black,Male,40
Low,17,NA,7,Black,Female,20
Low,46,Private,11,Black,Female,40
Low,26,Private,10,White,Female,42
Low,30,Private,10,White,Male,40
Low,23,NA,10,White,Male,50
Low,21,State-gov,10,Asian-Pac-Islander,Female,12
Low,39,Private,9,White,Male,55
Low,37,Local-gov,11,Black,Male,40
High,40,Self-emp-not-inc,14,White,Male,50
Low,38,Private,10,Black,Female,20
Low,47,NA,13,White,Male,NA
Low,NA,Private,10,White,Male,35
Low,35,Private,9,White,Male,40
High,NA,State-gov,13,White,Male,40
Low,32,Private,7,White,Female,15
High,42,Self-emp-inc,13,White,Male,60
Low,32,Private,6,White,Male,40
Low,27,Private,10,Black,NA,30
High,53,Self-emp-inc,13,White,Male,45
Low,28,Self-emp-not-inc,3,White,Male,25
Low,26,Private,9,White,Male,40
High,47,Private,NA,NA,Male,45
Low,23,Private,10,NA,Female,40
Low,70,Self-emp-inc,10,White,NA,30
Low,41,State-gov,13,Asian-Pac-Islander,Male,40
Low,43,State-gov,14,White,Male,45
Low,65,Private,9,White,Female,25
Low,40,NA,9,White,Male,40
High,64,Self-emp-not-inc,9,White,Male,45
Low,40,Private,10,White,NA,45
Low,43,Private,13,White,Male,35
Low,50,Federal-gov,9,White,Male,48
Low,19,?,10,White,Female,30
Low,32,Self-emp-not-inc,13,Black,Female,60
Low,NA,Private,7,White,Male,40
Low,42,Private,7,White,Male,50
High,41,Private,NA,NA,Male,40
Low,30,Private,10,White,Female,40
Low,20,Private,NA,White,Male,30
Low,45,State-gov,9,White,NA,40
High,42,Private,16,White,Male,NA
Low,24,Private,12,White,Male,40
Low,43,Private,13,White,Female,50
Low,28,Private,9,Black,Male,40
Low,35,Private,9,White,Female,40
Low,36,?,9,Black,Male,50
Low,38,Federal-gov,9,NA,Female,40
Low,32,Local-gov,13,White,Female,35
Low,50,State-gov,NA,White,Male,40
High,34,Private,9,White,Male,55
Low,35,Private,9,White,Male,NA
Low,30,Private,14,White,Female,40
Low,61,State-gov,3,NA,Male,40
Low,27,Private,13,White,Male,38
Low,61,Private,9,Black,Female,40
Low,18,Private,3,White,Male,40
High,31,Local-gov,9,White,Male,NA
Low,31,Private,13,White,NA,60
Low,NA,Private,9,Black,Female,40
Low,35,Private,8,White,Male,40
Low,51,Private,9,Black,Male,40
High,43,Private,10,White,Male,40
Low,18,Private,7,White,Male,20
High,55,Private,15,White,Male,NA
Low,59,Private,9,White,Female,40
Low,21,Private,9,White,NA,40
Low,22,Private,6,NA,Female,40
Low,60,Federal-gov,10,White,Female,40
High,49,Federal-gov,9,White,Male,40
Low,21,Private,9,NA,Female,40
Low,61,NA,9,White,Male,40
Low,64,Private,NA,White,Male,40
Low,63,Private,9,White,Male,40
Low,27,Federal-gov,13,White,Female,40
Low,23,Private,13,Black,Female,30
Low,41,State-gov,9,White,Female,45
Low,18,?,8,Black,Male,25
High,40,Private,9,White,Female,40
High,55,Self-emp-not-inc,13,White,Male,40
Low,17,Private,6,White,Female,12
Low,34,Self-emp-not-inc,10,White,Male,60
Low,24,Private,NA,White,Female,40
High,30,Private,15,White,Female,45
Low,29,Private,14,Asian-Pac-Islander,Male,60
High,52,Private,13,White,Male,40
High,57,Federal-gov,10,White,Male,40
Low,38,Private,13,White,Female,45
High,43,Private,14,White,Female,50
Low,61,Private,10,White,Female,40
High,38,Private,13,White,Male,65
High,51,Private,9,NA,Male,40
Low,40,Private,13,White,Male,40
High,41,Local-gov,10,White,Male,40
Low,19,Private,10,White,Female,20
Low,28,Private,4,White,Male,40
Low,59,Private,10,White,Male,NA
Low,32,State-gov,13,White,Female,40
High,31,Private,9,White,Male,40
Low,30,Private,12,White,Male,48
Low,54,Self-emp-not-inc,10,White,NA,40
High,33,Private,11,White,NA,42
Low,20,Private,10,NA,Female,10
Low,27,?,10,White,Female,40
Low,32,Self-emp-not-inc,9,White,Male,NA
Low,35,Private,9,Black,Female,40
Low,27,Private,7,White,Male,45
High,40,Private,13,White,Male,46
Low,34,Private,11,White,Male,40
High,NA,NA,12,White,NA,40
Low,38,Private,10,White,Female,25
Low,28,Private,9,NA,Male,40
Low,65,Private,10,White,Male,27
Low,61,NA,10,White,Male,16
Low,18,Private,7,NA,Female,25
High,35,Self-emp-inc,13,White,Male,50
Low,45,NA,13,White,Female,40
Low,68,?,9,White,Female,NA
Low,25,Private,10,NA,NA,50
Low,48,Private,15,NA,Male,13
Low,19,Private,10,White,Female,40
High,43,Private,13,Black,Female,50
High,54,Private,13,White,Male,45
Low,47,Self-emp-not-inc,13,White,Male,50
Low,25,Private,11,White,Female,40
Low,30,Private,12,White,Male,40
Low,67,?,10,White,Male,8
Low,NA,Private,9,White,Female,NA
Low,26,Private,10,White,Male,18
Low,61,Private,9,White,Male,40
Low,54,Private,9,White,Male,32
High,50,Private,8,Asian-Pac-Islander,Male,40
Low,32,Private,5,White,Female,40
Low,34,Private,9,White,Female,25
Low,36,Private,9,White,Male,40
High,50,Private,10,White,Male,40
Low,28,Private,7,White,Male,40
Low,22,Private,9,White,Female,19
Low,58,Private,7,White,NA,20
Low,27,Private,3,White,Male,75
Low,62,Private,13,White,Male,38
High,36,Self-emp-inc,13,White,Male,55
Low,21,NA,10,White,Female,4
Low,41,Private,14,White,Female,45
Low,28,Private,10,White,Male,45
Low,33,Private,NA,White,Male,40
High,NA,Private,13,White,Male,45
Low,19,Private,10,Amer-Indian-Eskimo,Female,25
Low,76,Self-emp-not-inc,4,White,Male,30
Low,25,?,13,White,Female,25
High,34,Private,13,White,Male,50
Low,40,Private,13,White,Female,40
Low,22,Private,7,White,Female,30
Low,17,Private,7,White,Male,NA
Low,55,Private,10,White,Female,20
Low,51,Local-gov,10,White,Female,40
Low,26,Private,3,Other,Male,NA
Low,44,Private,13,White,Male,48
Low,65,?,6,White,Male,70
High,54,Private,9,White,Male,40
Low,34,Self-emp-not-inc,12,White,Male,40
Low,42,Private,9,White,Male,NA
Low,26,Private,9,White,Male,NA
Low,39,Private,3,Asian-Pac-Islander,Male,40
Low,46,?,7,Black,Female,40
Low,34,Private,13,White,NA,40
Low,59,Private,9,White,Male,40
Low,20,Private,9,White,Male,50
High,34,NA,10,White,Male,45
High,62,?,9,White,Female,40
Low,51,Private,9,White,Male,20
High,34,Private,10,White,Male,NA
Low,47,Private,13,White,Female,50
Low,21,?,10,White,Male,20
Low,30,Self-emp-not-inc,11,White,Male,49
Low,38,NA,NA,NA,Male,60
High,45,Private,13,Asian-Pac-Islander,Female,40
Low,23,Private,10,White,Female,35
High,34,Private,10,White,Male,48
Low,22,Private,8,White,Male,40
Low,31,Private,9,White,Male,40
Low,50,Private,9,White,Male,40
Low,19,Private,2,White,Male,52
High,28,Private,13,Black,Female,45
Low,23,Private,9,White,Female,50
Low,35,Private,9,White,Male,40
Low,28,Private,9,NA,Male,40
Low,27,Private,10,White,Male,30
Low,46,Self-emp-inc,13,White,Male,55
Low,27,Private,9,White,Male,40
Low,NA,Private,6,White,Female,40
Low,34,Self-emp-inc,10,White,Male,70
Low,33,Private,9,White,Male,40
Low,36,Private,NA,White,Female,40
Low,30,Private,4,White,Male,48
Low,NA,Private,10,White,Female,47
Low,36,NA,3,White,Male,32
Low,29,Private,13,White,Female,45
High,50,Self-emp-not-inc,10,White,Male,40
Low,19,Private,8,White,Male,40
Low,20,?,10,NA,Female,40
High,52,Federal-gov,9,White,Male,40
Low,20,NA,9,White,Male,40
Low,22,Private,11,White,Female,40
High,34,Private,10,White,Male,55
Low,60,Private,10,White,Male,40
Low,19,Private,7,Black,Male,40
Low,59,Self-emp-not-inc,9,White,Male,20
Low,36,Private,9,NA,Male,50
Low,25,NA,9,White,Male,40
Low,49,Private,4,White,Male,70
Low,25,Self-emp-not-inc,9,White,NA,30
Low,50,Private,7,White,Female,40
Low,NA,Private,12,White,Female,43
Low,28,?,9,White,Female,40
Low,33,Private,10,White,Male,20
Low,NA,Self-emp-inc,13,White,Male,50
Low,56,Private,10,White,Male,45
High,56,Self-emp-not-inc,10,White,Male,NA
Low,23,Private,13,White,Male,42
Low,38,?,NA,Black,Female,40
Low,21,Private,10,White,Female,10
Low,67,Private,4,White,Male,24
Low,54,State-gov,11,White,Male,40
Low,50,Local-gov,9,Black,NA,40
Low,59,Private,4,White,Male,40
Low,51,Private,7,Black,Female,40
Low,30,Private,9,White,Female,29
High,42,Private,9,White,Male,40
Low,64,NA,9,White,Female,20
Low,61,?,13,White,Female,45
Low,26,Private,13,White,Male,40
Low,47,Private,NA,White,Male,40
High,78,Self-emp-not-inc,10,White,Male,3
Low,24,Self-emp-not-inc,9,White,Male,50
Low,27,Private,7,White,Male,40
High,51,Private,14,White,Male,50
High,46,Private,9,White,Male,40
Low,55,Self-emp-not-inc,9,White,NA,60
Low,20,Private,10,White,Male,NA
Low,30,Private,9,White,Male,50
Low,36,?,10,White,Male,30
Low,19,Private,9,White,NA,20
High,30,Private,13,White,Male,40
High,NA,Self-emp-not-inc,12,White,Male,50
Low,26,NA,9,White,Male,96
High,59,?,12,White,Male,35
High,53,Private,NA,White,Male,60
Low,24,Local-gov,10,White,Female,40
Low,24,NA,10,White,Male,54
Low,36,Private,9,White,NA,50
High,39,Private,14,White,Male,50
Low,53,Private,9,Black,Male,32
High,75,Self-emp-inc,NA,Asian-Pac-Islander,Male,35
High,36,Private,9,White,Male,50
Low,46,Self-emp-inc,10,White,Male,40
High,56,Self-emp-inc,9,White,Male,40
Low,29,Private,9,Black,Male,40
Low,60,Private,5,White,Male,NA
Low,58,Private,9,White,Male,38
Low,67,Self-emp-not-inc,9,White,Male,55
High,35,Private,10,White,Male,NA
Low,39,Self-emp-not-inc,10,White,Male,80
Low,37,Private,10,White,Male,50
Low,54,?,10,White,Male,50
Low,63,Self-emp-not-inc,NA,White,Male,30
Low,47,Private,7,White,Female,38
Low,23,Private,13,White,Female,40
Low,55,Private,9,NA,Male,45
Low,49,Private,7,White,Female,40
High,39,Private,NA,White,Male,40
Low,23,Private,9,White,Male,40
Low,19,NA,10,NA,Female,12
High,44,NA,14,White,Male,40
Low,25,Private,11,Amer-Indian-Eskimo,Female,40
Low,35,NA,11,Black,Male,40
Low,23,Local-gov,9,White,Female,40
Low,48,Private,NA,White,Male,40
Low,48,Private,10,White,Male,40
Low,44,Private,9,Black,Female,NA
Low,55,Self-emp-not-inc,NA,White,Female,25
Low,33,Self-emp-not-inc,9,White,Male,50
Low,18,NA,8,White,Male,20
Low,24,Private,13,White,Male,30
High,32,Local-gov,NA,White,Male,56
Low,NA,State-gov,13,White,Female,20
High,44,Self-emp-inc,13,White,Male,70
Low,27,Private,13,White,Male,45
High,NA,Private,12,NA,Male,40
Low,26,Local-gov,6,White,Male,40
High,34,Private,14,White,Male,40
High,38,Private,14,White,Male,65
High,41,State-gov,14,White,Male,75
Low,73,?,13,Asian-Pac-Islander,Male,5
Low,32,Self-emp-inc,9,White,Male,50
