Company_Number,Company_Creation_Date,total_products,total_transactions,total_revenue,total_usage,total_accounts,churned
477916,05JAN2016:14:00:11,1,13,164.75,2008,1,0
329960,24MAR2010:07:28:38,1,18,346.92,7225,NA,0
339764,09AUG2010:16:45:56,2,58,508.69,4593,1,0
536778,26MAR2018:10:32:17,4,73,3682.34,105779,1,0
453834,24AUG2014:14:32:28,1,9,0,1742.483335,1,0
421239,22MAR2013:10:33:23,2,40,812.09,17775,1,0
541635,10AUG2018:14:22:56,1,7,0,0,1,0
541621,10AUG2018:14:22:52,1,7,0,0,1,0
543024,10AUG2018:14:28:52,1,7,0,0,1,0
537436,31MAY2018:05:18:20,1,21,613.72,4795,1,0
348664,16SEP2010:02:47:13,1,2,6.96,87,1,0
420346,08MAR2013:03:50:22,1,5,156.93,1581,1,0
500804,20AUG2017:07:28:37,1,1,0,253.233333,1,0
501343,27SEP2017:13:14:15,1,1,1042.33,0,1,0
543947,10AUG2018:14:31:36,1,9,1013.94,5297,1,0
456583,04SEP2014:12:49:04,4,601,6585544.87,410967758,5,0
477283,08DEC2015:10:36:14,1,1,0.11,2,1,0
52958,11APR2000:12:48:39,1,3,16.07,8,1,0
539382,13JUL2018:20:17:58,2,2,0.24,2,1,0
326064,20JAN2010:23:22:17,1,2,12.33,214,1,0
313605,08JUL2009:13:56:11,1,13,614.36,1334,1,0
500281,07AUG2017:02:23:15,1,18,1302.33,4590,1,0
368569,16MAY2011:22:27:48,1,2,0.41,63,1,0
498448,31MAY2017:04:43:21,1,8,60.04,298,1,0
480219,09MAR2016:10:42:51,3,36,4149.74,235917,1,0
493036,10NOV2016:00:06:15,1,13,0,1299.249999,1,0
452463,12AUG2014:03:10:22,1,35,4105.82,215030,1,0
475625,23OCT2015:17:06:27,2,13,3009.4,9775,1,1
432217,12SEP2013:04:35:57,1,5,59.14,648,1,0
540913,10AUG2018:06:06:37,1,13,125.41,1137,1,0
499817,10JUL2017:18:23:28,1,34,468.73,7703,1,0
472906,06AUG2015:11:23:21,2,21,0,2382.033327,1,0
491915,11OCT2016:08:26:26,1,5,-781980.76,0,1,0
542982,10AUG2018:14:27:59,1,7,0,0,1,0
546301,17AUG2018:11:25:29,1,9,120.89,275,1,0
455156,31AUG2014:12:06:48,1,3,0,635.183333,1,0
540814,26JUL2018:11:48:04,1,29,586.82,13254,1,0
476638,25NOV2015:02:52:58,1,13,688.77,11825,2,1
216483,14NOV2006:05:55:05,1,24,315.2,4530,2,0
452286,08AUG2014:07:58:44,1,23,299.68,7168,1,0
500703,19AUG2017:13:19:41,1,3,20.88,133,1,0
542869,10AUG2018:14:27:33,2,4,0,68,27,1
203155,12SEP2006:06:38:34,2,84,14190.4,132449,1,0
167872,30NOV2005:16:39:36,5,284,195576.45,5163301,1,0
389764,29JUL2009:18:59:37,3,33,77865,2816,1,0
503021,12JAN2018:08:52:15,2,5,16.18,35,1,0
481673,08MAY2016:06:01:36,1,16,277.78,12478,1,0
384939,23NOV2011:11:51:35,2,71,24979.92,362659,34,0
542647,10AUG2018:14:26:44,1,5,451.1,1930,1,0
200257,08FEB2001:00:00:00,2,103,19308.63,195496,2,0
550460,04JAN2019:15:01:52,1,6,25.68,282,1,0
543114,10AUG2018:14:28:30,1,7,0,0,1,0
424981,23MAY2013:06:08:40,1,2,10,22,1,0
543538,10AUG2018:14:30:04,1,7,0,0,1,0
429857,02AUG2013:17:00:45,1,49,544.51,7899,1,0
400091,04JUN2012:11:35:19,2,110,19137.31,209539,1,0
543745,10AUG2018:14:31:35,1,7,0,0,1,0
381100,04OCT2011:10:26:40,1,17,1249.21,19304,1,0
494540,20JAN2017:13:38:10,2,69,3548.54,226460,1,0
456925,15SEP2014:01:39:37,1,2,741.36,0,1,0
546487,30AUG2018:13:47:24,1,1,23.9,289,1,0
454214,28AUG2014:11:33:36,1,18,0,2087.016668,1,0
129294,20APR2004:00:00:00,1,2,12.57,2,1,0
484392,31AUG2016:07:40:18,1,8,58.81,8102,1,0
453230,23AUG2014:18:12:37,1,2,0,184.766667,1,0
539706,13JUL2018:20:18:57,1,7,541.48,1965,1,0
537186,11MAY2018:01:15:24,2,4,186.31,3354,1,0
542806,10AUG2018:14:27:20,1,7,0,0,1,0
542401,10AUG2018:14:25:49,1,7,0,0,1,0
548621,14SEP2018:11:03:45,1,23,5461.2,217542,1,0
454628,29AUG2014:07:55:21,1,1,0,0.966667,1,0
483558,26JUL2016:06:15:14,1,1,510,0,1,0
458059,09OCT2014:06:08:57,1,1,0,28,1,0
472952,06AUG2015:14:31:21,2,34,0,13747.38334,1,0
378263,05SEP2011:23:32:21,1,1,0,0,1,0
457628,01OCT2014:02:02:08,2,27,578.7,11640,1,0
538599,13JUL2018:18:21:31,1,33,6531.17,22466,1,0
539470,13JUL2018:20:18:16,1,16,2372.48,7905,1,0
496155,25FEB2017:02:27:58,1,9,97.02,6167,1,0
540833,31JUL2018:10:23:43,1,18,2460.41,13801,1,0
189125,18AUG2006:19:42:40,1,2,16.06,5,1,0
495217,20FEB2017:11:55:07,2,51,2116.61,80282,1,0
452310,11AUG2014:06:44:59,2,36,5427.24,308470,1,0
485056,22SEP2016:05:24:03,2,23,3170.15,19302,1,0
484215,22AUG2016:00:29:35,1,2,21.59,157,1,0
493515,24NOV2016:06:32:02,2,5,0,182,1,0
112381,02NOV2001:12:26:14,2,6,5.27,15,1,0
541098,10AUG2018:14:20:53,1,7,0,0,1,0
544131,10AUG2018:14:32:17,1,2,93.24,393,1,0
498037,12MAY2017:09:09:48,2,57,4193.84,44423,1,0
464623,02DEC2014:13:34:01,1,62,7972.64,388973,1,0
543860,10AUG2018:14:31:17,1,7,0,0,1,0
335364,15JUN2010:06:11:06,1,18,273.97,4190,1,0
544841,10AUG2018:14:34:54,1,7,0,0,1,0
453520,24AUG2014:04:01:08,1,9,0,2728.783334,1,0
481069,13APR2016:04:05:52,2,31,3981.24,62364,1,0
152535,29MAR2005:05:45:11,2,65,1695.67,8737,1,0
417388,01FEB2013:11:32:20,1,21,51048.86,0,1,0
549296,17OCT2018:04:10:33,1,15,318.47,8341,5,0
556017,16MAY2019:06:14:22,1,1,5717.23,0,1,0
555137,08MAR2019:09:24:40,1,1,2.88,34,1,0
478444,19JAN2016:23:31:06,1,7,333.06,1405,NA,0
541266,10AUG2018:14:21:32,1,4,0,0,1,0
452106,04AUG2014:04:30:13,2,99,0,1169036,1,0
474205,16SEP2015:09:52:58,1,6,31.8,132,1,0
437926,17JAN2014:04:07:31,1,22,386.53,4953,1,0
543687,10AUG2018:14:30:39,2,8,0,11,1,0
266292,02SEP2004:16:29:49,1,1,-101.91,0,1,0
550771,22JAN2019:22:42:23,1,2,5.81,536,1,0
539708,13JUL2018:20:18:57,1,5,267.26,1587,1,0
138240,08JAN2004:00:00:00,1,30,1807.94,14420,1,0
473137,07AUG2015:12:58:22,1,12,225.12,1427,1,0
537336,18MAY2018:13:15:37,1,10,21.9,0,1,0
455416,01SEP2014:07:36:55,1,3,0,582.583334,1,0
473114,07AUG2015:11:46:42,1,13,373.84,16349,1,0
447031,04APR2014:06:21:44,3,88,102435.22,1160820,NA,0
544587,10AUG2018:14:33:57,2,16,868.51,8735,3,0
160738,25JUL2005:15:47:43,1,1,1.99,0,1,0
542607,10AUG2018:14:26:34,1,7,0,0,1,0
542700,10AUG2018:14:27:39,2,8,0,6,8,0
542381,10AUG2018:14:25:44,2,8,0,30,2,0
69631,22MAY2001:18:09:49,1,2,32.1,8,1,0
550715,11JAN2019:13:33:18,1,1,-75,0,1,0
400667,12JUN2012:04:36:17,1,26,199.67,3437,1,0
539411,13JUL2018:20:18:05,1,1,25.66,95,1,0
412593,20NOV2012:11:50:07,1,8,27517.92,0,1,0
476756,25NOV2015:20:13:33,1,23,313.28,20447,1,0
310109,19MAY2009:10:11:17,1,3,62.51,252,1,0
235053,03SEP2007:02:22:33,1,23,186.05,2273,1,0
450410,24JUN2014:02:06:55,1,44,770.84,23023,1,0
300719,21JAN2009:01:20:21,1,20,322.26,3714,1,0
454253,28AUG2014:12:46:07,1,34,0,30284.51667,1,0
454088,28AUG2014:08:07:47,1,34,0,35037.48333,1,0
492056,13OCT2016:18:08:33,1,14,608.27,22435,1,0
239046,08NOV2007:23:02:41,1,8,28.1,462,1,0
544051,10AUG2018:14:32:44,1,7,0,0,1,0
500849,20AUG2017:11:28:11,1,4,0,609.4,1,0
543485,10AUG2018:14:30:37,1,7,0,0,1,0
479070,03FEB2016:04:15:31,1,9,119.65,72,1,0
476970,30NOV2015:07:02:00,1,35,1394.14,38797,1,0
164984,11OCT2005:01:19:39,2,5,104.65,608,1,0
454355,28AUG2014:23:30:59,1,15,0,3119.033332,1,0
542818,10AUG2018:14:27:23,2,9,0,13,1,0
498830,15JUN2017:23:13:36,1,18,596.98,7212,1,0
477500,11DEC2015:03:55:39,2,49,5042.96,33152,1,0
542537,10AUG2018:14:26:19,2,9,0,37,1,0
536894,09APR2018:03:37:04,1,6,58.16,86,1,0
541975,10AUG2018:14:24:13,2,14,669.84,5113,13,0
500806,20AUG2017:07:37:38,1,2,0,3.666667,1,0
550332,12DEC2018:10:04:55,3,39,17315.55,89085,1,0
480830,05APR2016:12:04:54,1,15,9674.73,616562,1,0
455331,01SEP2014:04:49:48,1,9,0,3745.716662,1,0
498905,16JUN2017:04:39:05,1,3,23.25,145,1,0
549053,26SEP2018:12:04:38,1,2,8.18,203,1,0
542228,10AUG2018:14:25:11,2,9,0,8,5,0
479142,04FEB2016:23:44:33,1,17,300.03,18074,1,0
479452,17FEB2016:03:47:13,2,67,2818.51,69736,1,0
544448,10AUG2018:14:34:09,2,15,216.17,2164,4,0
543948,10AUG2018:14:31:38,1,7,0,0,1,0
451066,11JUL2014:04:16:25,1,21,1082.66,6835,1,0
464339,27NOV2014:03:23:46,2,51,2975.62,20403,1,0
455631,01SEP2014:21:43:37,2,5,0,45.583334,1,0
129326,29APR2004:00:00:00,1,9,0.016221,42,1,1
454982,31AUG2014:06:25:49,1,2,0,3.533333,2,0
361281,18FEB2011:01:58:26,2,86,21045.64,273211,1,0
282468,23APR2008:21:47:30,1,27,268.73,12010,1,0
467596,04MAR2015:02:45:28,4,118,13274.55,210098,1,0
538715,13JUL2018:18:21:56,2,52,5505.86,31010,1,0
408023,17SEP2012:02:16:40,1,9,126.94,691,1,0
543898,10AUG2018:14:31:25,1,7,0,0,1,0
541821,10AUG2018:14:23:37,1,7,0,0,1,0
422284,12APR2013:15:30:50,1,36,296.99,5206,1,0
543627,10AUG2018:14:30:26,1,7,0,0,2,0
283925,07MAY2008:17:20:44,1,14,518.07,5349,1,0
555480,16APR2019:11:15:26,3,12,3834.77,36493,1,0
369853,27MAY2011:12:00:16,1,2,13.1,128,1,0
300157,14JAN2009:09:02:24,4,210,48308.09,1429117,1,0
196572,18FEB2000:00:00:00,1,2,20.62,1,1,0
453644,24AUG2014:08:20:06,2,6,0,1146.950001,1,0
454331,28AUG2014:22:43:55,1,19,0,2753.583332,1,0
480038,08MAR2016:05:29:55,1,6,0,404.583334,1,0
544653,10AUG2018:14:34:11,1,7,0,0,1,0
413855,11DEC2012:00:16:36,1,41,11211.32,74402,1,0
368623,16MAY2011:22:27:48,1,1,0.34,10,1,0
416114,18JAN2013:05:07:12,2,71,5581.29,66866,1,0
502137,30OCT2017:14:28:07,1,42,3247.13,309995,2,0
541626,10AUG2018:14:22:53,1,7,0,0,1,0
539253,13JUL2018:20:17:35,1,11,1462.15,4152,1,0
47806,10JAN2000:13:14:25,1,16,408.96,0,1,1
537771,11JUL2018:03:06:41,1,7,68.4,3130,3,0
539718,13JUL2018:20:19:43,3,59,12306.65,34317,1,0
478455,19JAN2016:23:49:27,1,70,14832.01,686170,1,0
542605,10AUG2018:14:27:17,2,22,3145.82,11151,1,0
544757,10AUG2018:14:34:35,1,7,0,0,1,0
537493,08JUN2018:05:30:00,1,2,558.59,0,1,0
494300,11JAN2017:08:15:25,2,60,7028,18640,1,0
539217,13JUL2018:20:17:31,1,4,190.49,1249,1,0
317055,26AUG2009:06:39:55,4,222,276655.32,3347987,205,0
538206,13JUL2018:18:20:03,2,23,1557.23,29850,1,0
481496,29APR2016:06:24:20,1,31,1320.9,24865,3,0
539675,13JUL2018:20:18:51,2,15,201.15,3482,1,0
537324,18MAY2018:01:32:50,2,18,956.92,0,1,0
539728,13JUL2018:20:19:00,1,16,976.65,3132,1,0
449945,16JUN2014:05:45:37,2,111,16653.16,1719729.55,1,0
154169,26APR2005:21:22:23,1,2,0.55,6,1,0
473276,13AUG2015:05:44:14,1,33,2758.86,24993,1,0
412972,27NOV2012:09:34:59,2,54,2756.51,101521,1,0
344175,20DEC2000:08:44:22,2,2,0.1,3,1,0
432087,10SEP2013:09:48:58,1,34,224.45,4548,1,0
544242,10AUG2018:14:33:25,2,27,4538.88,33511,2,0
473126,07AUG2015:12:25:48,1,13,722.47,367,1,0
544508,10AUG2018:14:33:40,1,2,0,0,1,0
455337,01SEP2014:05:01:33,1,3,0,290.683334,1,0
478454,19JAN2016:23:47:41,5,164,88707.43,1920077,2,0
455160,31AUG2014:12:14:38,1,20,0,6785.299998,1,0
543833,10AUG2018:14:31:11,1,6,66.07,451,1,0
549469,05NOV2018:00:55:04,1,7,452,0,1,0
382419,24OCT2011:14:54:38,5,445,1980237.26,110111954,5,0
313864,13JUL2009:10:08:54,1,5,78.95,861,1,0
541011,10AUG2018:14:20:33,2,25,3702.54,46752,18,0
453533,24AUG2014:04:26:37,1,2,0,381.766667,1,0
423237,26APR2013:23:39:15,1,15,584.62,9350,1,0
541487,10AUG2018:14:22:19,1,7,0,0,1,0
493096,10NOV2016:10:57:28,1,29,0,5366.300002,1,0
541197,10AUG2018:14:21:14,2,17,18360.65,67968,7,0
480176,09MAR2016:02:50:37,1,4,0,563.016667,1,0
404143,24JUL2012:05:59:23,3,29,506.95,8299,1,0
494376,12JAN2017:12:29:49,1,142,29887.24,103110,1,0
239828,22NOV2007:14:05:29,2,35,2823.49,3116,1,1
546486,30AUG2018:08:14:21,3,98,17437.39,284383,1,0
476718,25NOV2015:18:19:29,2,12,532.14,1999,1,0
355186,29NOV2010:18:41:10,1,1,0.04,6,1,0
366735,28APR2011:03:16:54,4,16,0,162,1,0
499071,17JUN2017:13:19:04,1,13,454.44,2731,1,0
495785,23FEB2017:04:26:56,1,1,0,99,1,0
544904,10AUG2018:14:35:07,1,7,0,0,1,0
495861,24FEB2017:02:52:02,1,19,121.68,2317,1,0
365294,07APR2011:03:34:58,2,40,805.2,15984,1,0
537714,04JUL2018:00:48:48,1,1,1447.93,0,1,0
491998,12OCT2016:02:05:06,2,36,5410.98,57222,1,0
455862,02SEP2014:05:34:44,2,32,0,6202.71666,1,0
435567,11NOV2013:10:35:52,2,235,552631.82,9392174,1,0
227883,16MAY2007:02:19:30,1,2,7,1,1,0
539163,13JUL2018:20:18:05,2,24,942.19,3253,1,0
457962,08OCT2014:08:16:53,4,213,198630,1503871,10,0
495982,24FEB2017:10:18:17,1,17,166.51,6589,1,0
339186,29JUL2010:07:34:28,2,59,2885.07,101689,1,0
495691,22FEB2017:19:20:31,1,10,36.76,1901,1,0
539419,13JUL2018:20:18:06,1,15,1877.79,15475,1,0
497473,07APR2017:01:16:15,1,4,85279.81,0,1,0
397362,25APR2012:12:07:10,1,10,817.18,16618,2,0
544526,10AUG2018:14:33:43,2,27,3300.06,17671,1,0
150941,10DEC2004:00:00:00,1,1,0.62,4,1,0
537252,16MAY2018:12:12:39,1,30,4204.9,47826,1,0
473134,07AUG2015:12:48:36,1,15,76.39,5695,1,0
502557,27NOV2017:10:09:57,3,120,28113.33,736030,3,0
539566,13JUL2018:20:18:31,2,31,750.77,4390,1,0
454146,28AUG2014:09:41:50,1,28,0,8247.416665,1,0
439176,07FEB2014:18:04:14,2,129,3536,60321,1,0
495996,24FEB2017:10:58:14,1,10,51.14,2672,1,0
455710,02SEP2014:00:14:35,1,13,0,2347.550002,1,0
477101,02DEC2015:01:38:58,1,19,605.72,4752,1,0
360796,10FEB2011:13:58:37,1,2,0,0,1,1
541899,10AUG2018:14:23:55,1,7,0,0,1,0
495342,21FEB2017:00:09:15,1,10,40.3,4170,1,0
366502,26APR2011:12:01:19,1,49,1192.73,6185,1,0
232197,12JUL2007:21:51:03,2,4,14.74,131,1,0
494530,20JAN2017:09:19:59,2,6,44.65,1345,1,1
495547,21FEB2017:10:49:20,1,96,30437.87,166324,1,0
541210,10AUG2018:14:21:18,2,25,32060.78,340690,6,0
544151,10AUG2018:14:32:22,1,7,0,0,1,0
543287,10AUG2018:14:29:08,1,7,0,0,1,0
499320,19JUN2017:00:01:26,1,3,25.68,317,1,0
543321,10AUG2018:14:30:01,2,9,0,30,2,0
233591,06AUG2007:11:27:43,2,4,5.35,3,1,0
214997,24OCT2006:06:34:53,1,1,0.03,2,1,0
537127,04MAY2018:07:03:15,1,1,5861.35,0,1,0
544575,10AUG2018:14:33:54,2,19,2157.86,16031,1,0
440921,17MAR2014:10:45:09,3,49,3728.27,34484,1,0
186354,18AUG2006:19:42:40,2,3,32.1,19,1,0
541792,10AUG2018:14:24:16,1,7,0,0,1,0
500943,22AUG2017:03:55:46,2,44,591.39,22832,1,0
453499,24AUG2014:03:19:57,1,17,0,2223.166664,1,0
541067,10AUG2018:14:20:46,1,4,0,0,1,0
484531,08SEP2016:00:29:45,2,29,1096.38,17699,1,0
418191,13FEB2013:22:05:55,2,110,18113.29,2731,1,0
415343,10JAN2013:09:54:17,2,55,1117.38,21291,2,0
555592,02MAY2019:03:29:55,2,6,2045.65,160,1,0
412160,15NOV2012:05:36:24,1,10,804.18,5553,1,0
503572,21FEB2018:18:36:20,2,100,47740.38,1274444,1,0
454446,29AUG2014:02:27:43,1,35,0,27945.34999,1,0
539486,13JUL2018:20:18:19,1,10,2134.53,4803,1,0
495952,24FEB2017:08:26:21,1,6,67.03,2825,1,0
310839,31MAY2009:05:08:04,3,19,547.28,1925,1,0
542502,10AUG2018:14:26:11,1,7,0,0,1,0
432598,16SEP2013:22:56:22,1,1,0,18,1,0
548594,13SEP2018:03:38:44,3,10,6251.89,669,1,0
503379,09FEB2018:05:14:30,1,17,92.15,797,1,0
378246,05SEP2011:07:44:58,3,206,511660.35,15441279,1,0
480544,23MAR2016:16:05:15,1,17,1293.05,37199,1,0
541559,10AUG2018:14:22:37,1,7,0,0,1,0
469653,24APR2015:10:41:31,1,1,25.4,283,1,0
537025,23APR2018:16:13:33,2,65,14875.46,5592,1,0
543297,10AUG2018:14:29:11,2,12,0,136,35,0
539103,13JUL2018:20:17:08,1,1,0.08,2,1,0
502954,10JAN2018:00:54:39,1,4,1125.29,0,1,0
497440,06APR2017:01:52:19,1,41,1265.76,9920,1,0
540902,09AUG2018:08:55:56,1,20,1256.08,7290,1,0
499946,16JUL2017:02:11:53,1,3,6.99,545,1,0
549530,13NOV2018:09:35:53,1,14,1634.47,6249,1,0
71026,29JUN2001:14:14:07,1,9,539.05,2604,1,0
549415,30OCT2018:02:08:04,1,7,139.64,0,1,0
316194,12AUG2009:19:52:07,1,24,309.66,2283,1,0
403154,13JUL2012:05:46:53,1,8,46.61,83,1,0
543399,10AUG2018:14:30:18,1,7,0,0,1,0
541717,10AUG2018:14:23:14,1,7,0,0,1,0
542351,10AUG2018:14:25:38,1,7,0,0,1,0
499223,18JUN2017:08:27:49,1,15,2071.96,25660,2,0
543074,10AUG2018:14:28:20,1,7,0,0,1,0
453620,24AUG2014:07:33:03,1,36,0,41235.41667,1,0
352874,02NOV2010:05:35:02,2,25,1394.64,7449,1,0
546507,04SEP2018:19:52:06,1,1,-102,0,1,0
500767,20AUG2017:01:05:04,1,1,0,122.666667,1,0
284413,15MAY2008:11:32:21,2,23,1177.34,1300,1,0
544360,10AUG2018:14:33:05,2,17,361.32,3742,7,0
437727,13JAN2014:00:21:49,2,3,9.5,2,1,0
129446,11JUN2004:00:00:00,1,2,12.06,10,1,1
262169,24OCT2003:13:25:27,2,8,260.62,138,1,0
539494,13JUL2018:20:18:20,1,12,649.67,1379,1,0
479246,10FEB2016:02:34:34,1,14,69919.95,0,1,0
335904,24JUN2010:05:21:27,2,61,10742.97,25482,1,0
496137,25FEB2017:01:21:03,1,43,1072.98,43458,1,0
503122,22JAN2018:02:41:50,1,2,11761.78,0,1,0
537623,22JUN2018:15:03:58,1,9,7.37,1067,1,0
541898,10AUG2018:14:23:55,2,9,0,10,2,0
311766,12JUN2009:10:00:51,2,7,209.83,2440,1,0
455968,02SEP2014:08:56:40,2,17,0,2250.366662,1,0
495972,24FEB2017:09:21:03,1,21,714.4,39276,1,0
455325,01SEP2014:04:37:59,1,9,0,1253.733332,1,0
399307,23MAY2012:04:29:54,1,33,532.57,36279,1,0
541644,10AUG2018:14:23:41,1,7,0,0,1,0
552970,11FEB2019:04:11:17,1,6,59.72,733,1,0
275303,17JAN2008:08:44:41,1,9,206.37,277,1,0
498814,15JUN2017:21:08:50,1,23,3959.38,30728,1,0
544728,10AUG2018:14:34:28,1,7,0,0,1,0
537382,23MAY2018:13:51:10,1,7,724.86,36243,1,0
541952,10AUG2018:14:24:52,2,18,1303.03,8833,15,0
550761,21JAN2019:16:19:30,1,1,5.27,104,1,0
449720,10JUN2014:10:49:23,1,3,14.73,428,1,0
485094,23SEP2016:11:25:31,2,52,19301.82,348900,1,0
472734,03AUG2015:10:30:39,1,18,0,6,1,1
416713,24JAN2013:12:03:14,1,11,286.83,4170,1,0
473708,28AUG2015:00:16:23,1,27,161.99,2294,1,0
537467,06JUN2018:04:32:45,1,12,1791.16,30497,1,0
542408,10AUG2018:14:26:35,1,7,0,0,1,0
290400,22AUG2008:10:37:25,1,1,0.06,2,1,0
543095,10AUG2018:14:29:08,1,7,0,0,1,0
368508,16MAY2011:22:27:48,1,6,589.58,22609,1,0
555585,01MAY2019:10:40:15,3,7,3984.32,10479,2,0
309843,15MAY2009:09:04:56,1,37,5270.65,34111,1,0
537253,16MAY2018:12:12:40,1,1,1.79,14,1,0
476764,25NOV2015:20:35:05,1,22,304.85,7463,1,0
544459,10AUG2018:14:33:27,1,7,0,0,1,0
542986,10AUG2018:14:27:59,1,7,0,0,2,0
503302,05FEB2018:01:10:27,2,16,282.11,5152,1,1
465632,09JAN2015:15:10:48,1,31,637.83,4440,1,0
474188,16SEP2015:04:34:20,1,12,264.86,1428,1,0
367677,05MAY2011:11:20:23,2,87,9855.25,80909,1,0
453450,24AUG2014:01:43:56,1,2,0,251.199999,1,0
531711,08MAR2018:10:22:50,3,66,7346.17,136330,1,0
499503,23JUN2017:00:50:31,1,14,86.56,1071,1,0
543250,10AUG2018:14:29:00,1,16,6313.74,27084,1,0
231630,02JUL2007:23:18:44,1,26,375.26,5214,1,0
369923,31MAY2011:04:56:03,1,12,188.65,168,1,0
542280,10AUG2018:14:25:21,1,7,0,0,1,0
465335,23DEC2014:03:55:16,2,38,4633.38,488676,3,0
542737,10AUG2018:14:27:48,1,7,0,0,1,0
555481,16APR2019:11:58:19,1,1,549.75,0,1,0
541606,10AUG2018:14:23:32,1,7,0,0,1,0
549621,21NOV2018:23:48:44,1,1,5.97,0,1,0
495801,23FEB2017:05:04:28,1,3,9.91,1123,1,0
549361,24OCT2018:08:58:45,1,6,1048.36,13429,1,0
496263,25FEB2017:09:48:12,1,19,230.11,13681,1,0
493075,10NOV2016:09:02:27,1,34,0,7037.633334,1,0
454138,28AUG2014:09:26:10,1,28,0,8913.299998,1,0
555420,04APR2019:06:40:41,2,19,1422.65,9304,1,0
478232,14JAN2016:03:35:46,2,44,1249.83,24335,3,0
110314,23MAY2001:01:50:39,1,4,0,7,1,0
282957,27APR2008:04:46:14,1,36,482.59,7772,1,0
414327,19DEC2012:02:23:54,2,3,21.94,215,1,0
438814,05FEB2014:05:24:44,2,52,128.7,7662,1,0
454545,29AUG2014:05:08:29,1,10,0,4920.8,1,0
542020,10AUG2018:14:24:24,2,9,60.84,0,1,0
396171,11APR2012:07:15:39,2,9,438.04,23356,1,1
475042,10OCT2015:02:46:36,1,11,95.92,2297,1,0
538444,13JUL2018:18:20:53,2,38,4769.07,125761,2,0
160241,14JUL2005:17:03:41,1,5,52.6,1052,1,0
537488,07JUN2018:12:57:07,1,1,1042.33,0,1,0
498907,16JUN2017:04:48:10,2,10,258.11,2442,1,0
374484,21JUL2011:06:43:18,6,330,445636.24,14888163,1,0
539626,13JUL2018:20:18:43,1,2,16.23,63,1,0
95850,30JUL2003:11:29:00,1,21,3304.23,3520,1,0
466374,03FEB2015:04:19:35,1,8,18597.73,0,1,0
474942,09OCT2015:19:31:26,2,38,3735.99,63297,1,0
185807,18AUG2006:19:42:40,1,2,16.06,5,1,0
541013,10AUG2018:14:21:17,1,7,0,0,3,0
475949,05NOV2015:09:43:43,1,17,1033.62,9405,1,0
453723,24AUG2014:10:54:55,2,5,0,269.766668,1,0
493120,10NOV2016:12:02:29,1,16,0,8162.150005,1,0
540841,01AUG2018:04:10:41,2,6,27.38,276,1,0
448187,06MAY2014:13:26:10,2,18,17.77,74,1,1
495886,24FEB2017:04:00:48,1,8,54.23,1322,1,0
475890,04NOV2015:00:18:41,1,6,50.65,1205,1,0
447781,23APR2014:03:59:00,2,3,18.47,181,1,0
542915,10AUG2018:14:27:44,1,7,0,0,1,0
542715,10AUG2018:14:26:59,2,32,15486.28,56435,1,0
539644,13JUL2018:20:19:31,2,43,1794.59,12079,1,0
164915,10OCT2005:03:12:12,1,7,192.53,4576,1,0
541637,10AUG2018:14:22:56,1,7,0,0,1,0
539514,13JUL2018:20:18:24,1,5,95.1,362,1,0
163490,14SEP2005:09:43:02,2,107,19044.71,146251,3,1
540960,10AUG2018:14:20:23,1,7,0,0,3,0
541534,10AUG2018:14:22:29,1,7,0,0,1,0
540940,10AUG2018:14:20:19,1,7,0,0,1,0
128033,02JAN2004:00:00:00,2,9,661.66,2753,1,1
476080,10NOV2015:14:05:18,4,225,44878.05114,2611380,1,0
454356,28AUG2014:23:32:56,1,17,0,20839.25,1,0
500756,20AUG2017:00:23:44,2,3,0,256.483333,1,0
454913,30AUG2014:03:52:57,1,5,0,759.699998,1,0
543872,10AUG2018:14:31:20,1,7,0,0,1,0
471709,01JUL2015:01:35:56,1,2,8.04,337,1,0
538079,13JUL2018:18:19:42,1,26,4185.56,12246,1,0
124639,21MAY2004:10:59:07,1,2,3.65,9,1,0
333718,19MAY2010:03:57:13,3,34,5599.02,3495,1,0
538264,13JUL2018:18:20:13,1,1,6.58,117,1,0
543734,10AUG2018:14:30:50,2,12,73.94,1288,10,0
177683,08MAY2006:05:12:32,3,61,1247.23,18196,1,0
368540,16MAY2011:22:27:48,1,10,2147.38,85901,1,0
495631,22FEB2017:10:29:02,2,11,53.5,4500,1,0
542766,10AUG2018:14:27:11,1,7,0,0,1,0
112578,15NOV2001:12:54:57,1,2,3.58,2,1,0
404042,23JUL2012:11:27:12,2,82,28403.53,868503,1,0
476758,25NOV2015:20:17:43,1,27,125.33,2001,1,0
541126,10AUG2018:14:20:59,1,7,0,0,1,0
328900,10MAR2010:04:11:06,1,44,37794.36,154519,1,0
319722,30SEP2009:09:13:30,1,4,150.54,269,1,0
369003,17MAY2011:09:11:22,2,146,33353.64,560388,1,0
541283,10AUG2018:14:21:36,1,7,0,0,1,0
544196,10AUG2018:14:32:31,1,7,0,0,1,0
542232,10AUG2018:14:25:10,1,7,0,0,1,0
495868,24FEB2017:03:11:13,1,24,372.74,15121,1,0
543325,10AUG2018:14:29:17,1,7,0,0,3,0
404316,26JUL2012:08:30:52,3,11,57995.28,683,1,0
422907,23APR2013:05:32:09,1,9,47.11,1851,1,0
544516,10AUG2018:14:34:24,1,7,0,0,1,0
383852,09NOV2011:06:02:08,3,28,254.83,2715,1,0
