Age,MaritalStatus,Occupation,Race,Sex,WeeklyHours,Income
53, Divorced, Adm-clerical, White, Female,40, <=50K
23, Never-married, Handlers-cleaners, Black, Male,40, <=50K
58, Married-civ-spouse, Farming-fishing, White, Male,50, <=50K
61, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
29, Married-civ-spouse, Handlers-cleaners, White, Male,60, <=50K
22, Never-married, Transport-moving, White, Male,40, <=50K
43, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
31, Never-married, Other-service, White, Male,30, <=50K
90, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
53, Divorced, Prof-specialty, White, Female,40, <=50K
22, Never-married, ?, White, Male,40, <=50K
55, Married-civ-spouse, Transport-moving, Black, Male,40, <=50K
34, Never-married, Prof-specialty, White, Female,60, <=50K
28, Married-civ-spouse, Handlers-cleaners, White, Male,55, <=50K
22, Never-married, ?, White, Female,40, <=50K
36, Never-married, Adm-clerical, Black, Female,40, <=50K
33, Separated, Prof-specialty, Black, Female,40, <=50K
17, Never-married, Other-service, White, Female,12, <=50K
38, Divorced, Craft-repair, White, Male,40, <=50K
60, Married-civ-spouse, Craft-repair, White, Male,60, <=50K
34, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
72, Married-civ-spouse, ?, White, Male,8, <=50K
57, Married-civ-spouse, Other-service, White, Male,40, <=50K
39, Divorced, Sales, White, Male,60, <=50K
50, Married-civ-spouse, Farming-fishing, White, Male,80, <=50K
45, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, <=50K
37, Separated, Exec-managerial, White, Male,35, <=50K
27, Never-married, Handlers-cleaners, White, Male,48, <=50K
43, Divorced, Exec-managerial, White, Female,45, >50K
41, Divorced, Tech-support, Black, Female,36, <=50K
20, Never-married, Exec-managerial, White, Male,25, <=50K
44, Separated, Exec-managerial, White, Female,20, <=50K
50, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
54, Widowed, Exec-managerial, White, Female,45, <=50K
31, Never-married, Exec-managerial, White, Female,60, >50K
33, Never-married, Adm-clerical, White, Female,35, <=50K
22, Never-married, Other-service, White, Male,50, <=50K
46, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
30, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female,40, >50K
22, Never-married, ?, Asian-Pac-Islander, Male,40, <=50K
59, Married-civ-spouse, ?, White, Male,60, <=50K
57, Widowed, Exec-managerial, White, Male,25, <=50K
26, Never-married, Machine-op-inspct, White, Male,40, <=50K
52, Married-civ-spouse, Protective-serv, White, Male,40, >50K
55, Divorced, Prof-specialty, White, Female,45, <=50K
47, Married-civ-spouse, Sales, White, Male,40, >50K
19, Never-married, Craft-repair, White, Male,40, <=50K
26, Never-married, Transport-moving, White, Male,40, <=50K
44, Divorced, Prof-specialty, White, Female,40, >50K
42, Never-married, Exec-managerial, White, Male,40, >50K
39, Married-civ-spouse, Exec-managerial, White, Male,60, <=50K
17, Never-married, ?, White, Female,15, <=50K
26, Never-married, Adm-clerical, White, Female,50, <=50K
26, Married-civ-spouse, Prof-specialty, White, Male,20, <=50K
50, Married-civ-spouse, Sales, White, Male,55, <=50K
46, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
18, Never-married, Tech-support, White, Male,20, <=50K
26, Never-married, Exec-managerial, Asian-Pac-Islander, Male,60, <=50K
32, Married-civ-spouse, Sales, White, Male,40, >50K
50, Married-spouse-absent, Other-service, White, Female,34, <=50K
47, Married-civ-spouse, Protective-serv, White, Male,40, >50K
52, Married-civ-spouse, Other-service, White, Female,25, <=50K
25, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
42, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
53, Married-civ-spouse, Exec-managerial, White, Male,45, <=50K
30, Never-married, Handlers-cleaners, Amer-Indian-Eskimo, Female,8, <=50K
23, Never-married, Farming-fishing, White, Male,36, <=50K
23, Never-married, Exec-managerial, White, Male,30, <=50K
32, Married-civ-spouse, Farming-fishing, White, Male,60, <=50K
29, Separated, Prof-specialty, White, Male,25, <=50K
40, Married-civ-spouse, Other-service, White, Male,40, <=50K
45, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
17, Never-married, ?, Black, Female,40, <=50K
55, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
59, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
56, Married-civ-spouse, Sales, White, Male,40, >50K
23, Never-married, Craft-repair, White, Male,50, <=50K
37, Married-civ-spouse, Protective-serv, White, Male,40, <=50K
25, Married-civ-spouse, Craft-repair, White, Male,48, <=50K
22, Never-married, ?, White, Male,40, <=50K
27, Never-married, Priv-house-serv, White, Female,24, <=50K
21, Never-married, Other-service, White, Female,40, <=50K
47, Married-civ-spouse, Transport-moving, White, Male,40, >50K
38, Married-civ-spouse, Machine-op-inspct, White, Male,60, <=50K
62, Divorced, Prof-specialty, White, Female,33, >50K
27, Married-civ-spouse, Sales, White, Male,40, <=50K
25, Never-married, ?, White, Male,90, <=50K
27, Never-married, Other-service, Black, Female,40, <=50K
40, Married-civ-spouse, Adm-clerical, White, Female,40, >50K
22, Never-married, Sales, Black, Male,55, >50K
33, Divorced, Exec-managerial, White, Male,60, <=50K
28, Married-civ-spouse, Prof-specialty, White, Female,5, <=50K
28, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
29, Never-married, Transport-moving, White, Male,55, <=50K
46, Divorced, Exec-managerial, White, Female,40, <=50K
30, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
65, Married-civ-spouse, ?, White, Male,45, <=50K
28, Never-married, Craft-repair, Black, Male,40, <=50K
39, Married-civ-spouse, Adm-clerical, White, Male,40, <=50K
35, Never-married, Sales, White, Male,40, <=50K
50, Married-civ-spouse, Sales, White, Female,39, <=50K
25, Never-married, ?, Black, Male,40, <=50K
63, Widowed, Other-service, White, Female,20, <=50K
56, Married-civ-spouse, Craft-repair, White, Male,48, >50K
46, Married-civ-spouse, Adm-clerical, White, Male,40, >50K
19, Never-married, Other-service, White, Female,30, <=50K
56, Married-civ-spouse, Prof-specialty, White, Male,35, >50K
31, Divorced, Other-service, White, Female,15, <=50K
51, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
17, Never-married, Sales, White, Male,5, <=50K
27, Never-married, Protective-serv, Asian-Pac-Islander, Female,40, <=50K
30, Never-married, Adm-clerical, White, Male,45, <=50K
18, Never-married, Protective-serv, White, Female,20, <=50K
41, Divorced, Exec-managerial, White, Male,40, <=50K
40, Married-civ-spouse, Prof-specialty, White, Female,40, >50K
35, Never-married, Sales, White, Male,50, <=50K
29, Never-married, Sales, White, Female,10, <=50K
27, Married-civ-spouse, Sales, White, Male,55, >50K
25, Never-married, Transport-moving, White, Male,50, <=50K
53, Divorced, Other-service, Black, Female,40, <=50K
53, Married-civ-spouse, Other-service, White, Male,35, <=50K
26, Never-married, Craft-repair, White, Male,50, <=50K
41, Married-civ-spouse, Prof-specialty, White, Male,70, <=50K
28, Married-civ-spouse, Exec-managerial, White, Male,70, <=50K
48, Separated, Prof-specialty, White, Male,60, <=50K
22, Never-married, Exec-managerial, White, Male,30, <=50K
40, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
52, Married-civ-spouse, Exec-managerial, White, Male,60, >50K
53, Widowed, Prof-specialty, Black, Female,35, <=50K
40, Married-civ-spouse, Craft-repair, White, Male,50, >50K
57, Divorced, Machine-op-inspct, White, Male,75, <=50K
53, Separated, Craft-repair, White, Male,40, <=50K
23, Never-married, Adm-clerical, White, Female,8, <=50K
31, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
20, Never-married, Handlers-cleaners, White, Male,28, <=50K
25, Never-married, Prof-specialty, White, Female,20, <=50K
37, Never-married, Exec-managerial, Black, Female,40, <=50K
50, Married-civ-spouse, Craft-repair, White, Male,40, >50K
34, Married-civ-spouse, Transport-moving, White, Male,35, <=50K
37, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
52, Married-civ-spouse, Exec-managerial, White, Male,45, >50K
29, Married-civ-spouse, Farming-fishing, White, Male,90, <=50K
49, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
31, Married-civ-spouse, Other-service, White, Female,40, <=50K
47, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
51, Married-civ-spouse, Craft-repair, White, Male,70, <=50K
27, Married-civ-spouse, Sales, White, Female,50, <=50K
23, Never-married, Exec-managerial, White, Male,40, <=50K
55, Married-civ-spouse, Prof-specialty, White, Male,46, <=50K
28, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
31, Never-married, Prof-specialty, White, Female,40, <=50K
30, Never-married, Transport-moving, Black, Male,40, <=50K
23, Never-married, Prof-specialty, White, Male,60, <=50K
19, Never-married, Sales, White, Male,50, <=50K
22, Never-married, Sales, White, Male,25, <=50K
50, Divorced, Other-service, White, Female,25, <=50K
64, Married-civ-spouse, ?, White, Male,50, >50K
21, Never-married, Other-service, White, Male,35, <=50K
75, Widowed, Sales, White, Male,40, >50K
29, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male,40, <=50K
47, Married-civ-spouse, Craft-repair, White, Male,40, >50K
20, Never-married, Machine-op-inspct, White, Male,40, <=50K
33, Never-married, Other-service, White, Male,40, <=50K
45, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,45, >50K
41, Divorced, Prof-specialty, White, Female,43, <=50K
23, Never-married, Machine-op-inspct, White, Male,40, <=50K
38, Married-civ-spouse, Adm-clerical, White, Male,50, >50K
67, Married-civ-spouse, Protective-serv, White, Male,41, >50K
21, Never-married, Tech-support, White, Male,35, <=50K
38, Never-married, Prof-specialty, White, Male,45, <=50K
31, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
19, Never-married, ?, White, Female,40, <=50K
59, Married-civ-spouse, Sales, White, Male,40, <=50K
36, Never-married, Other-service, White, Male,40, <=50K
50, Widowed, Prof-specialty, White, Male,40, <=50K
60, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
30, Married-civ-spouse, Exec-managerial, White, Male,45, >50K
28, Never-married, Sales, White, Male,50, <=50K
36, Married-civ-spouse, Craft-repair, White, Male,60, >50K
21, Never-married, ?, White, Female,10, <=50K
27, Married-civ-spouse, Other-service, White, Male,40, <=50K
18, Never-married, Other-service, White, Female,20, <=50K
44, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
56, Married-civ-spouse, Other-service, Black, Male,40, <=50K
51, Married-civ-spouse, Protective-serv, Black, Male,40, >50K
48, Married-civ-spouse, Prof-specialty, White, Male,45, >50K
31, Married-civ-spouse, Prof-specialty, White, Male,45, <=50K
35, Never-married, Transport-moving, White, Male,40, <=50K
35, Divorced, Handlers-cleaners, White, Male,40, <=50K
36, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
47, Married-civ-spouse, Craft-repair, White, Male,65, <=50K
23, Never-married, Other-service, White, Male,25, <=50K
21, Never-married, Sales, Black, Female,20, <=50K
49, Separated, Exec-managerial, Black, Female,60, <=50K
51, Married-civ-spouse, Prof-specialty, White, Male,60, >50K
46, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
31, Married-civ-spouse, Farming-fishing, White, Male,45, <=50K
27, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
56, Married-civ-spouse, ?, White, Male,20, <=50K
48, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
30, Divorced, Adm-clerical, Black, Female,40, <=50K
29, Divorced, Prof-specialty, White, Male,50, <=50K
50, Never-married, Exec-managerial, White, Female,50, <=50K
18, Never-married, Transport-moving, Black, Male,35, <=50K
37, Married-civ-spouse, Exec-managerial, White, Male,55, >50K
51, Married-civ-spouse, Sales, White, Male,60, >50K
31, Married-civ-spouse, Craft-repair, White, Male,47, <=50K
29, Divorced, Tech-support, Black, Male,40, >50K
39, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
48, Married-civ-spouse, Sales, Black, Male,40, >50K
44, Married-civ-spouse, Sales, White, Male,50, >50K
39, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
22, Never-married, Handlers-cleaners, White, Male,35, <=50K
27, Married-civ-spouse, ?, White, Female,40, >50K
42, Divorced, Craft-repair, White, Male,40, <=50K
18, Never-married, Sales, White, Female,33, <=50K
27, Married-spouse-absent, Sales, White, Female,25, <=50K
51, Separated, Machine-op-inspct, Black, Female,40, <=50K
27, Married-civ-spouse, Exec-managerial, White, Male,40, <=50K
60, Married-civ-spouse, Farming-fishing, White, Male,50, <=50K
36, Married-civ-spouse, Handlers-cleaners, White, Male,40, <=50K
45, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,60, >50K
40, Married-civ-spouse, Sales, White, Male,52, >50K
63, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
41, Married-spouse-absent, Transport-moving, Black, Male,50, <=50K
53, Married-civ-spouse, ?, White, Female,40, <=50K
34, Divorced, Transport-moving, White, Female,48, <=50K
34, Married-civ-spouse, Adm-clerical, White, Male,40, <=50K
31, Married-civ-spouse, Adm-clerical, White, Female,40, >50K
22, Never-married, Prof-specialty, White, Female,15, <=50K
49, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
43, Married-civ-spouse, ?, White, Male,35, <=50K
36, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
27, Never-married, Tech-support, White, Male,37, <=50K
52, Married-civ-spouse, Farming-fishing, White, Male,60, >50K
29, Married-civ-spouse, Other-service, Black, Male,50, <=50K
27, Separated, Machine-op-inspct, White, Male,35, <=50K
42, Never-married, Other-service, White, Female,65, <=50K
49, Widowed, Sales, White, Female,40, <=50K
24, Never-married, Craft-repair, White, Male,50, <=50K
22, Never-married, Sales, White, Male,20, <=50K
30, Never-married, Sales, White, Male,40, <=50K
28, Never-married, Other-service, White, Male,40, <=50K
20, Never-married, Other-service, White, Male,40, <=50K
45, Married-civ-spouse, Prof-specialty, White, Male,43, >50K
39, Divorced, Sales, White, Female,50, >50K
43, Never-married, Prof-specialty, White, Male,66, <=50K
18, Never-married, Sales, White, Female,20, <=50K
53, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
74, Married-civ-spouse, Sales, White, Male,20, >50K
39, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,48, >50K
33, Never-married, ?, White, Male,40, <=50K
49, Married-civ-spouse, Craft-repair, White, Male,42, >50K
21, Married-civ-spouse, Handlers-cleaners, White, Male,35, <=50K
65, Married-civ-spouse, ?, White, Male,40, <=50K
39, Never-married, Craft-repair, White, Male,50, >50K
49, Married-civ-spouse, Sales, White, Male,25, <=50K
20, Never-married, ?, White, Female,40, <=50K
47, Married-civ-spouse, Exec-managerial, White, Male,44, >50K
46, Married-civ-spouse, Exec-managerial, White, Male,40, <=50K
29, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,32, >50K
61, Widowed, Prof-specialty, White, Female,16, <=50K
48, Divorced, Exec-managerial, White, Female,38, <=50K
44, Divorced, Craft-repair, White, Male,40, <=50K
37, Married-civ-spouse, Craft-repair, White, Male,60, <=50K
45, Married-civ-spouse, Sales, White, Male,50, <=50K
51, Married-civ-spouse, Prof-specialty, White, Male,45, >50K
33, Never-married, Exec-managerial, White, Female,50, <=50K
55, Married-civ-spouse, Prof-specialty, White, Female,8, <=50K
25, Married-civ-spouse, Other-service, White, Female,60, <=50K
26, Divorced, Farming-fishing, Asian-Pac-Islander, Male,40, <=50K
54, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
38, Never-married, Sales, White, Female,33, <=50K
39, Married-civ-spouse, Prof-specialty, White, Female,20, >50K
20, Never-married, Prof-specialty, White, Male,40, <=50K
30, Divorced, Adm-clerical, White, Female,40, <=50K
29, Divorced, Adm-clerical, Other, Male,45, <=50K
42, Divorced, Handlers-cleaners, White, Female,40, <=50K
24, Never-married, Adm-clerical, White, Male,40, <=50K
36, Married-civ-spouse, Machine-op-inspct, White, Male,50, >50K
60, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,50, >50K
42, Divorced, Farming-fishing, White, Male,44, <=50K
42, Married-civ-spouse, Craft-repair, White, Male,45, <=50K
46, Married-spouse-absent, Machine-op-inspct, White, Female,40, <=50K
52, Married-spouse-absent, Exec-managerial, White, Female,44, >50K
27, Married-civ-spouse, ?, White, Male,20, <=50K
43, Divorced, Adm-clerical, Black, Female,35, <=50K
43, Never-married, Prof-specialty, White, Female,40, <=50K
27, Divorced, Craft-repair, White, Male,40, <=50K
52, Married-civ-spouse, Exec-managerial, White, Male,60, >50K
31, Married-civ-spouse, Transport-moving, White, Male,50, <=50K
38, Divorced, ?, Black, Female,30, <=50K
44, Never-married, Other-service, Black, Female,40, <=50K
27, Divorced, Prof-specialty, White, Female,40, <=50K
50, Divorced, Exec-managerial, White, Male,40, <=50K
23, Never-married, Tech-support, White, Female,40, <=50K
22, Never-married, Adm-clerical, Black, Female,30, <=50K
36, Never-married, Exec-managerial, White, Female,40, <=50K
24, Never-married, Tech-support, White, Female,40, <=50K
59, Married-civ-spouse, Sales, White, Male,40, >50K
39, Married-civ-spouse, Craft-repair, White, Male,50, >50K
23, Never-married, Exec-managerial, White, Male,40, <=50K
37, Never-married, Prof-specialty, White, Female,42, <=50K
25, Never-married, Adm-clerical, Black, Female,38, <=50K
40, Married-civ-spouse, Craft-repair, White, Female,45, <=50K
38, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,60, >50K
31, Married-civ-spouse, Other-service, White, Male,35, <=50K
28, Divorced, Prof-specialty, White, Female,40, <=50K
24, Never-married, Sales, Black, Male,25, <=50K
46, Married-civ-spouse, Protective-serv, White, Male,50, >50K
29, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Female,40, <=50K
38, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
53, Separated, Exec-managerial, Black, Female,40, <=50K
33, Married-civ-spouse, Tech-support, White, Female,40, >50K
39, Married-civ-spouse, Prof-specialty, Black, Male,60, <=50K
44, Married-civ-spouse, Machine-op-inspct, White, Male,48, <=50K
46, Divorced, Prof-specialty, White, Male,45, >50K
30, Never-married, Sales, White, Male,40, <=50K
24, Married-civ-spouse, Sales, White, Male,40, <=50K
29, Never-married, Adm-clerical, White, Female,40, <=50K
62, Married-civ-spouse, Exec-managerial, White, Male,70, <=50K
25, Married-spouse-absent, Exec-managerial, White, Male,45, <=50K
45, Never-married, Other-service, White, Male,40, <=50K
21, Never-married, Craft-repair, White, Male,40, <=50K
64, Married-civ-spouse, Transport-moving, White, Male,40, >50K
39, Divorced, Tech-support, White, Male,40, <=50K
60, Married-civ-spouse, Sales, White, Male,40, <=50K
35, Never-married, Tech-support, White, Male,40, <=50K
27, Never-married, Tech-support, White, Male,40, <=50K
41, Divorced, Craft-repair, White, Male,40, <=50K
32, Married-civ-spouse, Prof-specialty, White, Male,50, <=50K
24, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
32, Married-civ-spouse, Craft-repair, White, Male,40, >50K
42, Married-civ-spouse, Exec-managerial, White, Male,45, >50K
58, Widowed, Sales, White, Female,27, <=50K
23, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,50, >50K
31, Married-civ-spouse, Farming-fishing, Amer-Indian-Eskimo, Male,40, <=50K
28, Never-married, Exec-managerial, Black, Female,45, <=50K
41, Widowed, ?, Black, Female,20, <=50K
37, Married-civ-spouse, Prof-specialty, White, Female,16, >50K
19, Never-married, Sales, White, Male,38, <=50K
27, Never-married, Prof-specialty, White, Female,20, <=50K
61, Married-civ-spouse, Sales, White, Male,58, >50K
39, Married-civ-spouse, Prof-specialty, White, Male,45, >50K
25, Never-married, Handlers-cleaners, Black, Male,40, <=50K
58, Married-civ-spouse, Sales, White, Male,40, >50K
27, Married-civ-spouse, Transport-moving, Other, Male,50, >50K
51, Married-civ-spouse, Handlers-cleaners, Black, Male,52, <=50K
43, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
46, Divorced, Adm-clerical, White, Female,40, <=50K
67, Married-civ-spouse, ?, White, Male,40, <=50K
50, Married-civ-spouse, Handlers-cleaners, White, Male,40, <=50K
20, Never-married, Handlers-cleaners, White, Male,15, <=50K
35, Widowed, Prof-specialty, White, Female,32, >50K
57, Married-civ-spouse, Handlers-cleaners, White, Male,40, <=50K
40, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female,40, <=50K
42, Never-married, Farming-fishing, White, Male,35, <=50K
67, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
47, Married-civ-spouse, Machine-op-inspct, White, Male,44, >50K
30, Never-married, Handlers-cleaners, White, Male,50, <=50K
26, Never-married, Machine-op-inspct, White, Female,15, <=50K
51, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
38, Widowed, Other-service, Black, Female,45, <=50K
24, Married-civ-spouse, Handlers-cleaners, White, Male,35, <=50K
48, Married-civ-spouse, Sales, White, Female,50, <=50K
34, Married-civ-spouse, Tech-support, White, Female,25, >50K
70, Married-civ-spouse, Handlers-cleaners, White, Male,40, >50K
35, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
61, Married-civ-spouse, ?, White, Male,2, >50K
26, Married-civ-spouse, Craft-repair, White, Male,45, >50K
64, Never-married, Exec-managerial, White, Male,3, <=50K
26, Never-married, Adm-clerical, White, Female,35, <=50K
39, Married-civ-spouse, Transport-moving, White, Male,30, <=50K
55, Never-married, Adm-clerical, White, Female,36, <=50K
23, Never-married, Exec-managerial, White, Male,45, <=50K
33, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
31, Married-civ-spouse, Exec-managerial, White, Male,55, >50K
28, Never-married, Adm-clerical, White, Male,20, <=50K
50, Married-civ-spouse, Machine-op-inspct, White, Male,30, <=50K
26, Married-civ-spouse, Prof-specialty, White, Female,55, >50K
44, Divorced, Adm-clerical, Black, Female,40, <=50K
51, Married-spouse-absent, Craft-repair, White, Male,40, <=50K
34, Married-civ-spouse, Other-service, White, Male,50, <=50K
37, Married-civ-spouse, Prof-specialty, White, Male,39, >50K
29, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
24, Never-married, Prof-specialty, Black, Male,40, <=50K
27, Divorced, Adm-clerical, White, Female,40, <=50K
44, Married-civ-spouse, Craft-repair, White, Male,45, <=50K
24, Never-married, Machine-op-inspct, White, Male,40, <=50K
54, Married-civ-spouse, Exec-managerial, White, Male,55, >50K
47, Separated, Adm-clerical, White, Female,50, >50K
30, Never-married, Other-service, White, Male,30, <=50K
35, Divorced, Adm-clerical, White, Female,40, <=50K
39, Married-civ-spouse, Adm-clerical, Black, Male,40, <=50K
42, Separated, Adm-clerical, Black, Female,40, <=50K
70, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
41, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,40, <=50K
36, Never-married, Exec-managerial, White, Female,38, <=50K
44, Married-civ-spouse, Prof-specialty, White, Male,42, >50K
42, Separated, ?, White, Male,40, <=50K
20, Never-married, Transport-moving, White, Female,17, <=50K
29, Never-married, Prof-specialty, White, Male,40, <=50K
27, Married-civ-spouse, Tech-support, White, Female,40, <=50K
30, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, >50K
59, Married-civ-spouse, Farming-fishing, White, Male,60, <=50K
31, Never-married, Other-service, White, Female,25, <=50K
21, Never-married, Other-service, White, Male,40, <=50K
26, Never-married, Craft-repair, Asian-Pac-Islander, Male,37, <=50K
57, Married-civ-spouse, Sales, White, Male,45, >50K
59, Married-civ-spouse, Craft-repair, White, Male,20, >50K
87, Widowed, ?, White, Male,2, <=50K
25, Never-married, Transport-moving, White, Male,55, <=50K
39, Married-civ-spouse, Prof-specialty, White, Male,45, >50K
53, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
32, Never-married, Adm-clerical, White, Female,40, <=50K
38, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
21, Never-married, Adm-clerical, Black, Female,35, <=50K
17, Never-married, Handlers-cleaners, White, Male,30, <=50K
44, Never-married, Machine-op-inspct, Black, Female,40, <=50K
23, Never-married, Handlers-cleaners, White, Male,20, <=50K
57, Married-civ-spouse, Craft-repair, White, Female,40, >50K
30, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
51, Married-civ-spouse, Farming-fishing, White, Male,55, <=50K
54, Married-civ-spouse, Craft-repair, White, Male,35, <=50K
44, Divorced, Adm-clerical, White, Female,40, <=50K
60, Married-civ-spouse, Protective-serv, White, Male,16, >50K
28, Married-civ-spouse, Sales, White, Male,42, >50K
39, Married-civ-spouse, Machine-op-inspct, White, Male,50, >50K
55, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
36, Married-civ-spouse, Prof-specialty, White, Female,50, >50K
55, Married-civ-spouse, Prof-specialty, White, Female,45, >50K
33, Married-civ-spouse, Machine-op-inspct, White, Male,55, >50K
30, Married-civ-spouse, Adm-clerical, White, Female,40, >50K
40, Married-civ-spouse, Prof-specialty, White, Male,20, <=50K
30, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
40, Divorced, Tech-support, White, Male,30, >50K
24, Never-married, Transport-moving, White, Female,50, <=50K
18, Never-married, Sales, White, Male,20, <=50K
18, Never-married, Handlers-cleaners, White, Female,25, <=50K
49, Married-civ-spouse, Craft-repair, White, Male,45, >50K
42, Married-civ-spouse, Craft-repair, White, Male,50, <=50K
28, Married-civ-spouse, Handlers-cleaners, White, Male,40, <=50K
32, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
48, Separated, Sales, White, Female,50, <=50K
24, Never-married, Priv-house-serv, White, Female,32, <=50K
73, Married-civ-spouse, Sales, White, Female,25, <=50K
35, Married-civ-spouse, Prof-specialty, Black, Male,40, >50K
23, Married-civ-spouse, Transport-moving, White, Male,60, >50K
19, Never-married, Priv-house-serv, White, Female,40, <=50K
27, Married-civ-spouse, Sales, White, Male,35, <=50K
27, Never-married, Other-service, White, Male,40, <=50K
41, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
31, Married-civ-spouse, Craft-repair, White, Male,20, <=50K
64, Married-civ-spouse, Craft-repair, White, Male,40, >50K
45, Never-married, Other-service, White, Male,10, <=50K
47, Married-civ-spouse, Other-service, White, Female,35, <=50K
22, Never-married, Machine-op-inspct, White, Male,35, <=50K
24, Never-married, Transport-moving, Black, Female,40, <=50K
69, Married-civ-spouse, Other-service, White, Male,20, <=50K
40, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
45, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
47, Never-married, Farming-fishing, White, Male,45, >50K
31, Never-married, Machine-op-inspct, White, Female,40, <=50K
48, Divorced, Exec-managerial, White, Female,42, <=50K
41, Married-civ-spouse, Prof-specialty, Black, Female,35, >50K
34, Never-married, Adm-clerical, White, Male,40, <=50K
48, Married-civ-spouse, Prof-specialty, White, Male,40, <=50K
28, Married-civ-spouse, Prof-specialty, White, Female,36, >50K
20, Never-married, Exec-managerial, White, Female,40, <=50K
39, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,40, >50K
40, Divorced, Exec-managerial, Black, Female,40, <=50K
28, Never-married, Transport-moving, White, Male,45, <=50K
20, Never-married, Sales, White, Female,25, <=50K
41, Divorced, Prof-specialty, Black, Male,40, <=50K
49, Married-civ-spouse, Sales, White, Male,50, >50K
24, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
35, Married-civ-spouse, Protective-serv, White, Male,40, <=50K
22, Never-married, Sales, White, Male,40, <=50K
23, Never-married, Other-service, White, Female,30, <=50K
23, Divorced, Exec-managerial, White, Female,40, <=50K
42, Married-civ-spouse, Transport-moving, White, Male,80, >50K
34, Married-civ-spouse, Prof-specialty, White, Male,64, >50K
32, Never-married, Tech-support, Black, Male,40, <=50K
54, Married-civ-spouse, Adm-clerical, White, Male,54, >50K
